train_acc,train_loss,val_acc,val_loss
0.009452631578947369,4.6086082,0.0104,4.6067023
0.008947368421052631,4.606452,0.0076,4.6063476
0.00863157894736842,4.6061378,0.0076,4.6066437
0.009221052631578948,4.606109,0.007599999999999999,4.606825
0.00934736842105263,4.605965,0.006400000000000001,4.6067667
0.008926315789473685,4.605924,0.0068,4.607088
0.008842105263157896,4.6059375,0.0076,4.606904
0.009431578947368423,4.605829,0.006400000000000001,4.606731
0.008821052631578948,4.605825,0.006400000000000001,4.6069427
0.00928421052631579,4.605817,0.0064,4.606738
0.009642105263157895,4.6057525,0.0072,4.606751
0.009136842105263157,4.6058307,0.007200000000000001,4.6067824
0.009642105263157895,4.6057415,0.0076,4.606796
0.009178947368421052,4.605739,0.0076,4.6069922
0.008673684210526316,4.6057405,0.0064,4.606836
0.009094736842105263,4.6057262,0.0064,4.606779
0.00922105263157895,4.6057115,0.006400000000000001,4.606952
0.009052631578947368,4.605712,0.0072,4.6067066
0.009052631578947368,4.6056886,0.0064,4.6069446
0.009073684210526317,4.605697,0.0072,4.6068287
0.009473684210526316,4.605692,0.0064,4.6068697
0.009389473684210526,4.605663,0.007200000000000001,4.606867
0.009431578947368423,4.605618,0.0064,4.6068864
0.009536842105263158,4.60563,0.0064,4.6067467
0.00936842105263158,4.6056285,0.0072,4.606841
0.008821052631578948,4.60559,0.0064,4.606836
0.009263157894736843,4.605596,0.0076,4.60679
0.008778947368421053,4.6055593,0.0064,4.6068
0.009936842105263157,4.605554,0.0064,4.606824
0.009494736842105262,4.605553,0.0064,4.6067944
0.008968421052631579,4.605559,0.0064,4.6067457
0.008799999999999999,4.6055326,0.0064,4.606863
0.010042105263157896,4.6055274,0.0064,4.6068025
0.0096,4.6055045,0.0064,4.6068535
0.009326315789473684,4.60553,0.0064,4.606876
0.009010526315789472,4.60549,0.0064,4.606802
